customer_id,recency,frequency,monetary,R,F,M,rfm_score,segment
9171A13A-1,202,2,98.0,3,3,2,8,Potential Loyalist
9171A1D8-4,265,2,93.82,2,3,2,7,Potential Loyalist
9171EDE9-E,603,2,182.2,1,3,3,7,Potential Loyalist
91721256-F,169,3,283.84,3,4,4,11,Champions
9172E37E-7,334,3,268.65,2,4,4,10,Loyal
91733222-A,99,1,49.0,3,1,1,5,At Risk
9173749C-C,490,1,116.4,1,1,2,4,Lost
91738EA3-9,523,1,114.96,1,1,2,4,Lost
91739229-0,7,2,98.0,4,3,2,9,Loyal
91739267-3,323,1,49.0,2,1,1,4,Lost
9173C045-3,163,2,174.72,3,3,3,9,Loyal
917410F0-9,153,4,280.73,3,4,4,11,Champions
91748E4C-7,373,1,98.47,2,1,2,5,At Risk
9174B136-8,331,1,46.55,2,1,1,4,Lost
9174F53B-5,145,2,90.65,3,3,2,8,Potential Loyalist
91752374-C,228,5,295.69,2,4,4,10,Loyal
9175FC63-5,146,2,103.08,3,3,2,8,Potential Loyalist
91760720-F,294,1,46.55,2,1,1,4,Lost
917607A1-1,324,2,135.93,2,3,3,8,Potential Loyalist
9176202D-6,40,15,1034.18,4,4,4,12,Champions
917661F7-1,176,1,36.75,3,1,1,5,At Risk
9176BF68-A,350,1,90.47,2,1,2,5,At Risk
91778D69-8,64,14,1059.45,4,4,4,12,Champions
9177E343-5,123,1,49.0,3,1,1,5,At Risk
91784374-D,467,1,41.65,1,1,1,3,Lost
9179AE54-D,149,2,116.03,3,3,2,8,Potential Loyalist
9179E366-8,335,1,49.0,2,1,1,4,Lost
917A2653-C,418,1,51.34,1,1,1,3,Lost
917A36CE-8,139,9,641.79,3,4,4,11,Champions
917A74D0-B,49,1,206.04,4,1,3,8,Potential Loyalist
917B4078-7,533,3,183.23,1,4,3,8,Potential Loyalist
917B44EB-1,569,2,191.46999999999997,1,3,3,7,Potential Loyalist
917BA142-6,102,2,88.2,3,3,2,8,Potential Loyalist
917BA3C8-9,282,2,88.19999999999999,2,3,2,7,Potential Loyalist
917BC866-6,471,2,108.01,1,3,2,6,At Risk
917C41C3-B,474,1,39.2,1,1,1,3,Lost
917C4754-6,158,1,66.85,3,1,2,6,At Risk
917C7FE9-F,80,2,90.65,4,3,2,9,Loyal
917C8A60-F,256,5,315.01,2,4,4,10,Loyal
917CAD70-E,29,82,6131.39,4,4,4,12,Champions
917D1E89-D,616,1,44.1,1,1,1,3,Lost
917D43FD-A,271,2,98.0,2,3,2,7,Potential Loyalist
917D72CF-6,35,50,3936.22,4,4,4,12,Champions
917D7C7B-4,94,3,137.2,3,4,3,10,Loyal
917D83D4-A,494,1,61.79,1,1,2,4,Lost
917D8AEE-1,384,3,141.18,2,4,3,9,Loyal
917DD5A5-4,338,1,36.75,2,1,1,4,Lost
917DD998-E,663,1,36.75,1,1,1,3,Lost
917E082C-3,46,4,352.77,4,4,4,12,Champions
917E0C37-4,80,1,36.75,4,1,1,6,At Risk
917E8CB2-4,570,1,46.55,1,1,1,3,Lost
917E9418-6,603,1,159.52,1,1,3,5,At Risk
917E9647-3,311,2,174.26999999999998,2,3,3,8,Potential Loyalist
917EEB9D-0,532,1,109.5,1,1,2,4,Lost
917F06DC-C,107,2,95.55,3,3,2,8,Potential Loyalist
917F6C00-B,271,4,194.99,2,4,3,9,Loyal
917F8D49-2,110,3,132.3,3,4,3,10,Loyal
917FA72D-9,592,1,44.93,1,1,1,3,Lost
917FFE87-8,121,1,49.0,3,1,1,5,At Risk
91801185-D,52,1,41.65,4,1,1,6,At Risk
91806AC5-D,362,1,46.55,2,1,1,4,Lost
91806B36-3,197,1,68.04,3,1,2,6,At Risk
91809B51-7,3,5,258.40999999999997,4,4,4,12,Champions
9180A02E-2,300,2,166.13,2,3,3,8,Potential Loyalist
9181032E-A,94,13,1091.82,3,4,4,11,Champions
91816D44-1,144,2,155.59,3,3,3,9,Loyal
9181C09A-D,632,1,44.1,1,1,1,3,Lost
9181C8A2-3,332,1,49.0,2,1,1,4,Lost
9181FB07-4,648,1,96.53,1,1,2,4,Lost
91820611-D,281,3,144.97,2,4,3,9,Loyal
91824513-6,44,1,41.65,4,1,1,6,At Risk
91824DD9-F,215,2,90.65,3,3,2,8,Potential Loyalist
9182B62C-3,14,1,49.0,4,1,1,6,At Risk
9182FC25-3,261,3,248.06,2,4,4,10,Loyal
9182FD4C-A,68,4,173.95,4,4,3,11,Champions
91833A9D-5,170,2,88.19999999999999,3,3,2,8,Potential Loyalist
91833F29-3,41,1,46.55,4,1,1,6,At Risk
91837DFC-1,8,2,95.55,4,3,2,9,Loyal
9183DA2F-2,259,3,284.46,2,4,4,10,Loyal
91840B52-A,224,3,321.13,2,4,4,10,Loyal
91841714-E,487,2,108.21000000000001,1,3,2,6,At Risk
91843B1A-6,67,3,209.29000000000002,4,4,3,11,Champions
9184E74E-9,316,1,136.45,2,1,3,6,At Risk
91853115-D,384,2,235.67000000000002,2,3,4,9,Loyal
918556A1-C,194,3,147.0,3,4,3,10,Loyal
9185848B-C,6,1,36.75,4,1,1,6,At Risk
91865881-4,271,2,95.55,2,3,2,7,Potential Loyalist
91869C5B-E,23,3,158.27,4,4,3,11,Champions
9186C2A1-9,167,5,360.78,3,4,4,11,Champions
9186C3B7-5,23,2,159.76,4,3,3,10,Loyal
918738C7-4,722,1,87.19,1,1,2,4,Lost
9188145D-0,335,2,284.66,2,3,4,9,Loyal
91881826-9,209,3,326.1,3,4,4,11,Champions
91882F6D-9,138,2,119.06,3,3,2,8,Potential Loyalist
91886BB5-C,349,1,46.55,2,1,1,4,Lost
9188EB24-1,136,2,125.78,3,3,3,9,Loyal
9188F3C9-6,114,2,127.02000000000001,3,3,3,9,Loyal
9188FB48-C,704,1,43.23,1,1,1,3,Lost
9189087F-2,138,3,181.5,3,4,3,10,Loyal
918910FC-B,434,2,382.25,1,3,4,8,Potential Loyalist
91898933-4,16,2,85.03,4,3,2,9,Loyal
91898F32-D,351,1,195.38,2,1,3,6,At Risk
9189D89D-B,320,2,177.39,2,3,3,8,Potential Loyalist
9189E694-6,467,4,361.57,1,4,4,9,Loyal
918A7459-C,228,4,204.41,2,4,3,9,Loyal
918AB6CB-F,432,1,69.4,1,1,2,4,Lost
918AC26A-B,173,2,224.62,3,3,4,10,Loyal
918B1DA6-2,62,33,2392.16,4,4,4,12,Champions
918B42AB-8,465,1,64.56,1,1,2,4,Lost
918B4E1D-C,290,2,92.94,2,3,2,7,Potential Loyalist
918B62AC-D,305,4,211.84,2,4,3,9,Loyal
918B8857-A,566,1,98.82,1,1,2,4,Lost
918B9D64-B,320,1,44.1,2,1,1,4,Lost
918BCB45-6,8,3,345.06,4,4,4,12,Champions
918BCCBE-3,4,171,13059.81,4,4,4,12,Champions
918BF01A-9,133,4,321.73,3,4,4,11,Champions
918C31D9-F,158,2,123.07,3,3,2,8,Potential Loyalist
918C6F42-8,127,4,193.55,3,4,3,10,Loyal
918C823F-B,256,3,134.75,2,4,3,9,Loyal
918CBFDE-F,311,5,402.83,2,4,4,10,Loyal
918CE36D-6,10,43,3121.39,4,4,4,12,Champions
918DA915-5,293,2,80.85,2,3,2,7,Potential Loyalist
918DDE87-C,209,3,147.0,3,4,3,10,Loyal
918E4A23-1,20,8,522.27,4,4,4,12,Champions
918E7D28-5,632,1,41.65,1,1,1,3,Lost
918E8BD1-6,207,3,127.4,3,4,3,10,Loyal
918F0641-0,96,1,177.55,3,1,3,7,Potential Loyalist
918F1E06-6,356,1,36.75,2,1,1,4,Lost
918F227F-6,20,3,171.12,4,4,3,11,Champions
918F4105-1,127,2,85.75,3,3,2,8,Potential Loyalist
918FB317-A,31,1,49.0,4,1,1,6,At Risk
918FE5A6-3,190,2,234.2,3,3,4,10,Loyal
91901457-5,683,2,102.34,1,3,2,6,At Risk
91904594-4,546,1,96.55,1,1,2,4,Lost
91905F7B-8,282,2,113.46,2,3,2,7,Potential Loyalist
9190603F-4,195,2,156.42000000000002,3,3,3,9,Loyal
91906627-2,119,1,48.34,3,1,1,5,At Risk
9190F9B7-5,139,1,46.55,3,1,1,5,At Risk
91911F67-E,53,8,563.02,4,4,4,12,Champions
91912147-5,174,4,288.98,3,4,4,11,Champions
91912AB8-D,567,1,49.0,1,1,1,3,Lost
91914125-0,250,4,257.3,2,4,4,10,Loyal
91916563-D,568,1,49.0,1,1,1,3,Lost
9191B363-4,23,3,371.45,4,4,4,12,Champions
9191DBE8-6,69,2,118.84,4,3,2,9,Loyal
9191E1ED-7,63,3,193.79999999999998,4,4,3,11,Champions
91921596-8,151,3,187.45,3,4,3,10,Loyal
9192F9AD-2,172,2,114.75,3,3,2,8,Potential Loyalist
919315F3-6,286,1,105.09,2,1,2,5,At Risk
91931A81-2,221,4,217.08,2,4,3,9,Loyal
919337CA-6,39,2,90.65,4,3,2,9,Loyal
91933D53-B,321,1,109.13,2,1,2,5,At Risk
91934BA5-4,165,4,328.53,3,4,4,11,Champions
9193712A-5,309,2,92.24000000000001,2,3,2,7,Potential Loyalist
9193D7D4-B,312,3,122.5,2,4,2,8,Potential Loyalist
9193FBEC-7,98,2,95.55,3,3,2,8,Potential Loyalist
91945BD0-E,296,1,73.37,2,1,2,5,At Risk
9194619B-0,9,2,104.07,4,3,2,9,Loyal
91947339-A,376,3,129.85,2,4,3,9,Loyal
91947CFA-A,678,1,89.27,1,1,2,4,Lost
9194821E-E,9,12,823.62,4,4,4,12,Champions
9194A2FD-5,268,1,49.0,2,1,1,4,Lost
9194FD4D-A,49,2,116.39,4,3,2,9,Loyal
919527B2-4,90,1,49.0,4,1,1,6,At Risk
91955E9B-E,349,4,284.77,2,4,4,10,Loyal
91957899-5,414,1,49.09,2,1,1,4,Lost
919604F6-7,551,2,109.12,1,3,2,6,At Risk
91965133-E,519,2,140.78,1,3,3,7,Potential Loyalist
91965D1A-A,623,1,44.1,1,1,1,3,Lost
91968A20-4,46,2,314.4,4,3,4,11,Champions
9196B912-F,105,2,241.04000000000002,3,3,4,10,Loyal
9196E15C-3,205,9,551.6,3,4,4,11,Champions
9196FC67-6,11,12,786.82,4,4,4,12,Champions
919713F1-8,415,1,39.2,2,1,1,4,Lost
919716DA-8,686,1,49.0,1,1,1,3,Lost
91978E7A-1,484,5,352.13,1,4,4,9,Loyal
91979956-7,156,2,121.28999999999999,3,3,2,8,Potential Loyalist
9197B79B-2,121,2,80.85,3,3,2,8,Potential Loyalist
9197B98D-C,8,22,1383.61,4,4,4,12,Champions
91985899-8,196,6,441.97,3,4,4,11,Champions
919868D0-9,409,1,194.18,2,1,3,6,At Risk
91986CAF-A,601,1,41.65,1,1,1,3,Lost
91987A93-4,277,1,56.32,2,1,2,5,At Risk
9198C2E5-D,412,1,49.0,2,1,1,4,Lost
9198C7D7-B,327,1,49.0,2,1,1,4,Lost
9198EBA1-E,224,5,237.65,2,4,4,10,Loyal
9198F5EE-D,331,5,323.33,2,4,4,10,Loyal
91997AB3-D,565,1,44.1,1,1,1,3,Lost
9199AA37-D,23,2,321.03999999999996,4,3,4,11,Champions
9199C9BE-0,64,3,325.25,4,4,4,12,Champions
919A3950-F,181,2,90.65,3,3,2,8,Potential Loyalist
919A3AFA-F,84,2,110.47999999999999,4,3,2,9,Loyal
919A4F83-5,8,7,602.07,4,4,4,12,Champions
919A7B51-5,577,1,117.39,1,1,2,4,Lost
919A9FBA-1,374,3,167.12,2,4,3,9,Loyal
919ABACC-9,210,4,327.75,3,4,4,11,Champions
919AC1E0-4,93,1,46.55,3,1,1,5,At Risk
919ADD49-7,101,3,219.16,3,4,3,10,Loyal
919B4CB5-9,478,2,93.1,1,3,2,6,At Risk
919BD3FB-4,123,7,390.15,3,4,4,11,Champions
919CC1FB-B,9,4,374.34000000000003,4,4,4,12,Champions
919CD2A0-8,639,1,39.2,1,1,1,3,Lost
919CDB81-0,314,1,41.65,2,1,1,4,Lost
919E245C-4,195,1,70.11,3,1,2,6,At Risk
919E31C8-1,561,1,168.83,1,1,3,5,At Risk
919F112D-D,467,1,113.12,1,1,2,4,Lost
919F3C71-E,133,2,88.2,3,3,2,8,Potential Loyalist
919FD56E-5,52,3,165.97,4,4,3,11,Champions
919FF656-6,376,3,139.65,2,4,3,9,Loyal
91A00CDB-E,550,2,88.2,1,3,2,6,At Risk
91A028A6-B,298,1,127.3,2,1,3,6,At Risk
91A04FDB-5,74,2,268.34000000000003,4,3,4,11,Champions
91A060A6-2,725,1,56.55,1,1,2,4,Lost
91A0CAAC-0,376,1,98.92,2,1,2,5,At Risk
91A10F9A-9,683,1,39.2,1,1,1,3,Lost
91A1594F-1,187,1,44.56,3,1,1,5,At Risk
91A171BB-9,52,2,153.17,4,3,3,10,Loyal
91A17855-A,160,1,108.68,3,1,2,6,At Risk
91A1F276-B,350,2,159.62,2,3,3,8,Potential Loyalist
91A23B4B-F,122,7,336.90999999999997,3,4,4,11,Champions
91A2567C-0,353,2,269.73,2,3,4,9,Loyal
91A27C34-2,290,4,227.92,2,4,4,10,Loyal
91A32D83-8,626,1,44.1,1,1,1,3,Lost
91A33770-B,479,1,143.84,1,1,3,5,At Risk
91A389A7-1,127,3,239.14999999999998,3,4,4,11,Champions
91A3B92D-F,17,1,41.65,4,1,1,6,At Risk
91A41218-D,554,2,105.71000000000001,1,3,2,6,At Risk
91A498E1-7,610,1,41.65,1,1,1,3,Lost
91A5086F-5,10,3,156.23,4,4,3,11,Champions
91A5281D-6,7,3,147.0,4,4,3,11,Champions
91A55E32-E,6,3,196.89,4,4,3,11,Champions
91A5A34F-D,487,1,49.0,1,1,1,3,Lost
91A61B8C-A,149,4,221.57,3,4,3,10,Loyal
91A7340B-A,60,2,83.30000000000001,4,3,2,9,Loyal
91A785A0-A,659,1,46.55,1,1,1,3,Lost
91A7A8FF-1,19,1,192.83,4,1,3,8,Potential Loyalist
91A7B5C4-E,224,1,49.0,2,1,1,4,Lost
91A7CE8D-F,226,1,97.55,2,1,2,5,At Risk
91A86EFC-6,208,1,42.7,3,1,1,5,At Risk
91A8C57A-6,44,1,79.44,4,1,2,7,Potential Loyalist
91A986A0-9,221,1,46.55,2,1,1,4,Lost
91A98EE0-A,416,1,46.55,1,1,1,3,Lost
91A9D394-8,258,4,220.45,2,4,3,9,Loyal
91AA2854-6,124,4,344.97,3,4,4,11,Champions
91AA47B1-4,414,1,199.67,2,1,3,6,At Risk
91AA9921-D,251,4,432.64,2,4,4,10,Loyal
91AAB53E-8,319,2,157.14999999999998,2,3,3,8,Potential Loyalist
91AAB7EA-D,24,40,3045.23,4,4,4,12,Champions
91AAFED2-9,79,4,318.34,4,4,4,12,Champions
91AB0F7F-1,438,1,49.0,1,1,1,3,Lost
91AB0FB5-1,80,2,241.87,4,3,4,11,Champions
91AB5E4B-C,20,2,258.67,4,3,4,11,Champions
91AC0FAE-2,359,1,46.55,2,1,1,4,Lost
91ACCA86-1,366,2,85.75,2,3,2,7,Potential Loyalist
91AD0626-5,134,3,244.49,3,4,4,11,Champions
91AD3DE7-2,45,15,1304.38,4,4,4,12,Champions
91AD4B04-5,157,1,68.94,3,1,2,6,At Risk
91AD6D31-2,170,1,46.55,3,1,1,5,At Risk
91ADBC51-6,730,1,114.78,1,1,2,4,Lost
91ADC67E-4,55,5,559.1800000000001,4,4,4,12,Champions
91AE757C-8,142,1,133.88,3,1,3,7,Potential Loyalist
91AEA778-7,109,2,73.5,3,3,2,8,Potential Loyalist
91AEB08A-0,500,1,46.55,1,1,1,3,Lost
91AEEF34-8,583,2,307.77,1,3,4,8,Potential Loyalist
91AEF193-A,105,5,290.51,3,4,4,11,Champions
91AF4A59-1,374,3,199.68,2,4,3,9,Loyal
91AF5D99-6,94,3,343.04999999999995,3,4,4,11,Champions
91AFCEB2-A,391,1,90.38,2,1,2,5,At Risk
91AFE1A0-6,58,19,1359.56,4,4,4,12,Champions
91B023A9-8,597,1,63.1,1,1,2,4,Lost
91B0BC3C-6,309,1,141.49,2,1,3,6,At Risk
91B0D29E-C,75,2,96.03999999999999,4,3,2,9,Loyal
91B123A6-A,264,2,109.87,2,3,2,7,Potential Loyalist
91B12C9C-7,245,2,215.61,2,3,3,8,Potential Loyalist
91B1651A-A,45,4,309.86,4,4,4,12,Champions
91B1AAF5-6,566,1,45.75,1,1,1,3,Lost
91B1CEF5-5,312,3,137.2,2,4,3,9,Loyal
91B1DD91-D,85,9,464.61,4,4,4,12,Champions
91B1FF64-C,60,2,233.25,4,3,4,11,Champions
91B21B2B-F,525,1,49.0,1,1,1,3,Lost
91B26063-3,286,3,363.76,2,4,4,10,Loyal
91B2C5BB-8,127,1,44.1,3,1,1,5,At Risk
91B2FD86-5,231,1,222.22,2,1,3,6,At Risk
91B32054-9,642,1,90.18,1,1,2,4,Lost
91B390E5-4,78,1,121.77,4,1,2,7,Potential Loyalist
91B396F2-D,706,1,124.28,1,1,3,5,At Risk
91B3BB96-B,724,1,39.2,1,1,1,3,Lost
91B3D65C-8,14,3,386.49,4,4,4,12,Champions
91B3F322-2,312,2,296.88,2,3,4,9,Loyal
91B3F921-1,181,2,90.65,3,3,2,8,Potential Loyalist
91B45803-F,475,1,49.0,1,1,1,3,Lost
91B49B3A-8,109,4,230.23000000000002,3,4,4,11,Champions
91B4CC6A-7,88,8,520.8199999999999,4,4,4,12,Champions
91B4DB96-2,478,2,142.01,1,3,3,7,Potential Loyalist
91B4DD42-8,655,1,49.0,1,1,1,3,Lost
91B59B91-2,11,2,176.34,4,3,3,10,Loyal
91B59FAF-3,561,1,49.0,1,1,1,3,Lost
91B5D76A-D,144,3,196.12,3,4,3,10,Loyal
91B601AF-C,194,2,74.7,3,3,2,8,Potential Loyalist
91B64955-9,103,2,90.65,3,3,2,8,Potential Loyalist
91B665CC-3,73,2,98.41999999999999,4,3,2,9,Loyal
91B6A840-E,194,2,78.4,3,3,2,8,Potential Loyalist
91B6AA01-7,8,5,396.38,4,4,4,12,Champions
91B6FDDB-2,209,4,355.33,3,4,4,11,Champions
91B6FF95-3,219,2,139.47,3,3,3,9,Loyal
91B76C45-D,157,4,186.2,3,4,3,10,Loyal
91B789C3-0,390,1,49.0,2,1,1,4,Lost
91B7E552-B,210,7,703.25,3,4,4,11,Champions
91B7E9AC-E,68,3,233.45,4,4,4,12,Champions
91B819D2-5,98,4,278.59000000000003,3,4,4,11,Champions
91B84F6D-C,299,1,46.55,2,1,1,4,Lost
91B855D1-0,269,2,189.29,2,3,3,8,Potential Loyalist
91B85CB4-A,680,1,166.54,1,1,3,5,At Risk
91B89B23-7,306,1,39.2,2,1,1,4,Lost
91B8EED2-7,264,5,305.8,2,4,4,10,Loyal
91B8FBEB-0,604,1,191.31,1,1,3,5,At Risk
91B9EA7C-3,196,7,652.3299999999999,3,4,4,11,Champions
91BA03B5-4,126,3,134.75,3,4,3,10,Loyal
91BA2703-A,120,2,96.56,3,3,2,8,Potential Loyalist
91BA2A72-4,518,1,44.1,1,1,1,3,Lost
91BA3979-A,696,1,140.19,1,1,3,5,At Risk
91BB1960-E,681,1,49.0,1,1,1,3,Lost
91BB708B-6,102,3,199.99,3,4,3,10,Loyal
91BBA6BC-1,259,1,60.77,2,1,2,5,At Risk
91BBB527-F,351,1,151.83,2,1,3,6,At Risk
91BBCD6B-A,550,1,46.55,1,1,1,3,Lost
91BC3793-F,157,4,178.85,3,4,3,10,Loyal
91BC47FD-7,135,4,180.68,3,4,3,10,Loyal
91BC743A-A,556,1,49.0,1,1,1,3,Lost
91BD09CD-C,26,11,1246.84,4,4,4,12,Champions
91BD8B73-D,192,2,93.1,3,3,2,8,Potential Loyalist
91BDBF5E-E,408,2,268.15999999999997,2,3,4,9,Loyal
91BE433E-9,207,3,364.05,3,4,4,11,Champions
91BE48C3-2,302,2,101.7,2,3,2,7,Potential Loyalist
91BE5C4E-D,261,2,160.6,2,3,3,8,Potential Loyalist
91BEAD7A-C,91,1,49.0,4,1,1,6,At Risk
91BEB8B3-A,201,2,148.58,3,3,3,9,Loyal
91BF8DFD-7,50,9,597.03,4,4,4,12,Champions
91BF91EA-D,251,1,79.73,2,1,2,5,At Risk
91BFFEFD-3,299,2,93.1,2,3,2,7,Potential Loyalist
91C030DA-0,431,2,179.56,1,3,3,7,Potential Loyalist
91C061F7-6,202,1,39.2,3,1,1,5,At Risk
91C06359-3,188,10,668.28,3,4,4,11,Champions
91C071DC-7,184,4,194.79,3,4,3,10,Loyal
91C11A3F-9,628,2,121.13,1,3,2,6,At Risk
91C1238F-7,590,1,49.0,1,1,1,3,Lost
91C1649F-4,14,3,187.66,4,4,3,11,Champions
91C1B75B-C,701,1,41.65,1,1,1,3,Lost
91C1D898-5,312,1,41.65,2,1,1,4,Lost
91C1F297-D,243,1,44.1,2,1,1,4,Lost
91C1F610-2,711,1,44.1,1,1,1,3,Lost
91C21EBD-A,67,2,88.19999999999999,4,3,2,9,Loyal
91C29740-4,223,3,165.25,2,4,3,9,Loyal
91C33A73-E,656,1,57.92,1,1,2,4,Lost
91C39F0C-E,64,2,154.07999999999998,4,3,3,10,Loyal
91C3B301-7,26,3,228.01,4,4,4,12,Champions
91C3E855-8,319,1,49.0,2,1,1,4,Lost
91C40F79-8,177,3,443.33,3,4,4,11,Champions
91C4385D-F,18,1,114.65,4,1,2,7,Potential Loyalist
91C4AF15-A,5,1,79.11,4,1,2,7,Potential Loyalist
91C4DC60-A,32,2,136.08999999999997,4,3,3,10,Loyal
91C55332-9,190,4,370.74,3,4,4,11,Champions
91C59609-6,253,1,41.65,2,1,1,4,Lost
91C62441-6,5,2,88.19999999999999,4,3,2,9,Loyal
91C627AA-3,254,2,326.11,2,3,4,9,Loyal
91C699DB-4,4,1,68.36,4,1,2,7,Potential Loyalist
91C6F9B9-E,302,4,472.57,2,4,4,10,Loyal
91C72DA9-6,314,1,41.65,2,1,1,4,Lost
91C75C5F-4,139,3,258.8,3,4,4,11,Champions
91C82EE1-D,71,3,384.86,4,4,4,12,Champions
91C884F6-6,86,2,170.57,4,3,3,10,Loyal
91C8AF89-4,278,1,41.65,2,1,1,4,Lost
91C8CE95-8,390,2,229.57,2,3,4,9,Loyal
91C944C2-8,622,1,49.0,1,1,1,3,Lost
91C99F95-2,220,3,239.62,3,4,4,11,Champions
91C9FF0B-A,572,1,41.65,1,1,1,3,Lost
91CA10BC-9,472,2,98.0,1,3,2,6,At Risk
91CA74C4-4,559,2,88.2,1,3,2,6,At Risk
91CA80B4-0,19,2,141.07,4,3,3,10,Loyal
91CA8810-4,191,2,227.14,3,3,4,10,Loyal
91CA9262-2,143,17,1321.85,3,4,4,11,Champions
91CAF414-3,96,10,723.49,3,4,4,11,Champions
91CB0E03-7,57,2,285.78,4,3,4,11,Champions
91CB0F75-4,138,2,90.65,3,3,2,8,Potential Loyalist
91CB3004-C,155,2,291.65999999999997,3,3,4,10,Loyal
91CB5652-7,443,1,46.55,1,1,1,3,Lost
91CB7697-8,7,4,263.17,4,4,4,12,Champions
91CB83F9-E,71,2,171.36,4,3,3,10,Loyal
91CBAF5C-5,26,9,470.99,4,4,4,12,Champions
91CBC2AB-0,682,2,196.92000000000002,1,3,3,7,Potential Loyalist
91CBF7CB-8,702,1,39.2,1,1,1,3,Lost
91CC40F5-8,79,11,847.4,4,4,4,12,Champions
91CC7CDB-B,95,5,523.58,3,4,4,11,Champions
91CDEB85-C,74,10,861.46,4,4,4,12,Champions
91CDF0EB-0,197,2,95.55,3,3,2,8,Potential Loyalist
91CE914E-4,686,1,120.05,1,1,2,4,Lost
91CF6C3C-D,290,4,319.82,2,4,4,10,Loyal
91CFA496-C,200,2,165.63,3,3,3,9,Loyal
91CFC9C1-6,147,2,104.24000000000001,3,3,2,8,Potential Loyalist
91CFCCEF-2,275,1,39.2,2,1,1,4,Lost
91CFE3FE-B,148,2,102.02000000000001,3,3,2,8,Potential Loyalist
91D00D73-0,56,6,800.07,4,4,4,12,Champions
91D0CAE5-0,509,3,142.66,1,4,3,8,Potential Loyalist
91D0E022-6,120,4,245.18,3,4,4,11,Champions
91D0F10C-B,33,2,223.73000000000002,4,3,4,11,Champions
91D1626B-B,535,1,49.17,1,1,1,3,Lost
91D1DB57-5,313,2,88.2,2,3,2,7,Potential Loyalist
91D24E3E-B,33,16,989.6800000000001,4,4,4,12,Champions
91D26AE9-A,58,3,147.92000000000002,4,4,3,11,Champions
91D28D74-4,202,1,46.55,3,1,1,5,At Risk
91D29425-4,147,2,263.51,3,3,4,10,Loyal
91D2D121-1,354,2,94.24000000000001,2,3,2,7,Potential Loyalist
91D2E0D3-A,26,2,119.35,4,3,2,9,Loyal
91D32654-E,562,2,136.64,1,3,3,7,Potential Loyalist
91D33644-7,79,1,49.0,4,1,1,6,At Risk
91D33A5E-0,152,1,46.55,3,1,1,5,At Risk
91D34A9A-5,628,3,245.79999999999998,1,4,4,9,Loyal
91D3882B-C,227,2,90.65,2,3,2,7,Potential Loyalist
91D3B6E0-5,587,1,39.2,1,1,1,3,Lost
91D3CBA1-8,527,2,118.47,1,3,2,6,At Risk
91D3DC53-B,77,3,291.68,4,4,4,12,Champions
91D42ACB-8,167,6,429.47,3,4,4,11,Champions
91D4709C-1,196,5,390.27,3,4,4,11,Champions
91D4A016-1,352,1,44.1,2,1,1,4,Lost
91D506DD-9,92,11,720.95,4,4,4,12,Champions
91D527CD-F,434,2,184.12,1,3,3,7,Potential Loyalist
91D5458B-2,64,13,1096.28,4,4,4,12,Champions
91D58E99-D,195,2,90.65,3,3,2,8,Potential Loyalist
91D612C0-0,162,1,82.1,3,1,2,6,At Risk
91D64FC5-4,512,1,49.0,1,1,1,3,Lost
91D674D9-6,321,3,171.75,2,4,3,9,Loyal
91D67777-4,40,5,315.29,4,4,4,12,Champions
91D67910-0,28,4,345.75,4,4,4,12,Champions
91D67C85-D,1,8,576.36,4,4,4,12,Champions
91D6A8FA-6,76,31,2441.29,4,4,4,12,Champions
91D6D6E3-B,376,3,190.43,2,4,3,9,Loyal
91D6F010-A,661,1,49.0,1,1,1,3,Lost
91D71226-E,295,3,190.57999999999998,2,4,3,9,Loyal
91D7AEB2-3,191,1,77.66,3,1,2,6,At Risk
91D7EB09-8,676,1,58.32,1,1,2,4,Lost
91D800A6-B,51,15,1168.61,4,4,4,12,Champions
91D8B53C-8,15,5,345.77,4,4,4,12,Champions
91D8DE65-0,630,1,150.92,1,1,3,5,At Risk
91D8E6FF-F,342,1,46.55,2,1,1,4,Lost
91D97051-8,96,3,288.56,3,4,4,11,Champions
91D975B7-6,666,2,247.95,1,3,4,8,Potential Loyalist
91D9A84B-E,9,39,2479.78,4,4,4,12,Champions
91DA5810-D,39,2,240.06,4,3,4,11,Champions
91DA81CE-2,84,4,249.19,4,4,4,12,Champions
91DAF3F7-7,326,1,39.2,2,1,1,4,Lost
91DB4354-A,103,1,78.99,3,1,2,6,At Risk
91DB4C2E-2,85,2,97.39,4,3,2,9,Loyal
91DBAC48-9,5,1,46.55,4,1,1,6,At Risk
91DBDCAE-5,648,1,79.77,1,1,2,4,Lost
91DCD49F-0,81,3,147.0,4,4,3,11,Champions
91DCEA99-7,20,2,182.19,4,3,3,10,Loyal
91DD06F4-C,301,1,41.65,2,1,1,4,Lost
91DD6A90-1,27,4,186.89,4,4,3,11,Champions
91DD73B6-1,617,1,41.65,1,1,1,3,Lost
91DD751F-5,97,1,54.92,3,1,2,6,At Risk
91DDD3D0-0,168,2,83.3,3,3,2,8,Potential Loyalist
91DDEAE9-E,432,1,196.81,1,1,3,5,At Risk
91DEF051-0,205,1,44.1,3,1,1,5,At Risk
91DF119A-B,558,1,49.0,1,1,1,3,Lost
91DF5F1B-F,685,1,49.0,1,1,1,3,Lost
91DF6768-2,104,1,168.62,3,1,3,7,Potential Loyalist
91DFC600-2,730,1,41.41,1,1,1,3,Lost
